cleansing,CaseFolding
Terimakasih min udah nampung berbagai saran dari pelanggan  tapi mohon maaf sekarang gratis ongkir hanya untuk pembayaran dengan shoppepay hmm sedikit kecewa min dulu selalu ada untuk gratis ongkir cod  Klo ga sempat isi shoppepay jdi ga CO deh,terimakasih min udah nampung berbagai saran dari pelanggan  tapi mohon maaf sekarang gratis ongkir hanya untuk pembayaran dengan shoppepay hmm sedikit kecewa min dulu selalu ada untuk gratis ongkir cod  klo ga sempat isi shoppepay jdi ga co deh
Shopee keren banget  tapi aku sarankan ditambahin shopee foodnya ya soalnya aku udah update tetep ga ketemu shopee foodnya,shopee keren banget  tapi aku sarankan ditambahin shopee foodnya ya soalnya aku udah update tetep ga ketemu shopee foodnya
Dishopee semua ada harganya pun gak nguras kantong ada banyak gratiss ongkir juga lagee  ,dishopee semua ada harganya pun gak nguras kantong ada banyak gratiss ongkir juga lagee  
Bagus banget baru pertama order puas bgt semoga seterusnya jg memuaskan gratis ongkir pula,bagus banget baru pertama order puas bgt semoga seterusnya jg memuaskan gratis ongkir pula
Aku kasih bintang dulu aku mau nanya kalo ngirim paket nya pake mobil atau pake motor ya,aku kasih bintang dulu aku mau nanya kalo ngirim paket nya pake mobil atau pake motor ya
Empat bintang dulu karna masih ada yg kurang  selama belanja di sini fine aja Cuma saran sy untuk pembayaran spaylater kalau bisa jangan di gabung cicilannya  seharusnya bisa di klik tiap satu pembayaran yg belum jatuh tempo jadi lebih ringan bisa di bayar satu persatu sebelum jatuh tempo  Untuk kurir kenapa tidak di sediakan no telphn kurirnya seperti di lazada  ,empat bintang dulu karna masih ada yg kurang  selama belanja di sini fine aja cuma saran sy untuk pembayaran spaylater kalau bisa jangan di gabung cicilannya  seharusnya bisa di klik tiap satu pembayaran yg belum jatuh tempo jadi lebih ringan bisa di bayar satu persatu sebelum jatuh tempo  untuk kurir kenapa tidak di sediakan no telphn kurirnya seperti di lazada  
Rada kesel sih  kadang shopee apk nya suka lemot bngt  dipencet  mau an detik baru kebuka  pencet ikon lain  pun lelet,rada kesel sih  kadang shopee apk nya suka lemot bngt  dipencet  mau an detik baru kebuka  pencet ikon lain  pun lelet
Saya suka dengan shopee tetapi knp saya harus log in lagi min  padahal saya beli barang dan ini sudah dalam proses pengiriman dan saya log in ada notif masih ada gangguan padahal jaringan stabil dan bagus mohon bantuannya ya min karena barang belum sampai rumah terimakasih,saya suka dengan shopee tetapi knp saya harus log in lagi min  padahal saya beli barang dan ini sudah dalam proses pengiriman dan saya log in ada notif masih ada gangguan padahal jaringan stabil dan bagus mohon bantuannya ya min karena barang belum sampai rumah terimakasih
Min mau tanya dong knp shopee sy ga ada shopee food nya padahal sudah di update shopee nya,min mau tanya dong knp shopee sy ga ada shopee food nya padahal sudah di update shopee nya
Aku kasih bintang dulu Karena aku gak mau kecewa lagi aku masih suka belanja di sini,aku kasih bintang dulu karena aku gak mau kecewa lagi aku masih suka belanja di sini
Terpercaya  pengiriman juga aman dan dapat dipercaya  kualitas barang juga sesuai harga,terpercaya  pengiriman juga aman dan dapat dipercaya  kualitas barang juga sesuai harga
Saya sangat terbantu dengan adanya aplikasi ini belanja jadi mudah  harga lebih murah juga dan apa yang saya cari ada disini Cuman tolong untuk shopee kedepannya lebih memperhatikan konsumen  masa penjual bisa seenaknya menyepelekan pesanan pembeli padahal pembeli adalah raja  tolong pada shopee tolong ditingkatkan lagi aturan untuk para penjualnya jangan menyepelekan pesanan pembeli dan menyepelekan chat dari pembeli juga Terima kasih,saya sangat terbantu dengan adanya aplikasi ini belanja jadi mudah  harga lebih murah juga dan apa yang saya cari ada disini cuman tolong untuk shopee kedepannya lebih memperhatikan konsumen  masa penjual bisa seenaknya menyepelekan pesanan pembeli padahal pembeli adalah raja  tolong pada shopee tolong ditingkatkan lagi aturan untuk para penjualnya jangan menyepelekan pesanan pembeli dan menyepelekan chat dari pembeli juga terima kasih
Sangat bermanfaat dimasa pandemi seperti ini  tidak perlu keluar rumah untuk membeli kebutuhan,sangat bermanfaat dimasa pandemi seperti ini  tidak perlu keluar rumah untuk membeli kebutuhan
Edit Mungkin untung buat pembeli tapi untuk penjual kurang  Biaya dari Shopee terlalu besar  Apalagi buat penjual kecil pemula seperti saya  Kalau harga saya sama ratakan seperti penjual lain  nggak dapat untung  Belum lagi biaya packing  Kalau harga dinaikkan  kemungkinan pembeli juga cari barang serupa yang lebih murah di toko lain  Mohon untuk bisa dipertimbangkan  Dan untuk saldo penjual mungkin nanti bisa dibuat langsung dimasukkan ke shopeepay gitu  Terima kasih,edit mungkin untung buat pembeli tapi untuk penjual kurang  biaya dari shopee terlalu besar  apalagi buat penjual kecil pemula seperti saya  kalau harga saya sama ratakan seperti penjual lain  nggak dapat untung  belum lagi biaya packing  kalau harga dinaikkan  kemungkinan pembeli juga cari barang serupa yang lebih murah di toko lain  mohon untuk bisa dipertimbangkan  dan untuk saldo penjual mungkin nanti bisa dibuat langsung dimasukkan ke shopeepay gitu  terima kasih
Selama ini blnja di shoope slalu puas sama produknya  Amanah juga Sering  ya ada ongkir gratis,selama ini blnja di shoope slalu puas sama produknya  amanah juga sering  ya ada ongkir gratis
bintang dulu deh  soalnya skrg voucher cashback buat bayar cc makin kecil dapet nya ,bintang dulu deh  soalnya skrg voucher cashback buat bayar cc makin kecil dapet nya 
Sudah beberapa kali cekout gagal malah kembali ke beranda shopee sekarang makin parah lemot lagi,sudah beberapa kali cekout gagal malah kembali ke beranda shopee sekarang makin parah lemot lagi
Shopee penggunanya sudah banyak  Tolong serven di tingkatkan agar aplikasinya tidak lelet,shopee penggunanya sudah banyak  tolong serven di tingkatkan agar aplikasinya tidak lelet
Minta tolong difilter para pedagangnya yg pasti jual produk ori dg yg abal Buat konsepmu bukan asal nrima pedagang kw kw an  It okay kalo pakaian  sepatu  dsb  ga akan merusak kesehatan  Tapi bayangin kalo skincare  Pasti akan berdampak pada kesehatan kulit  Pastikan ingredients yg ada di dalam produk benar  dibutuhkan oleh kulit  Jangan ada krim HN diantara kita  misalnya astaga kasian yg beli kan kebanyakan pasti ga tau kalo itu krim berbahaya  Terimakasih  Semangat shoppee,minta tolong difilter para pedagangnya yg pasti jual produk ori dg yg abal buat konsepmu bukan asal nrima pedagang kw kw an  it okay kalo pakaian  sepatu  dsb  ga akan merusak kesehatan  tapi bayangin kalo skincare  pasti akan berdampak pada kesehatan kulit  pastikan ingredients yg ada di dalam produk benar  dibutuhkan oleh kulit  jangan ada krim hn diantara kita  misalnya astaga kasian yg beli kan kebanyakan pasti ga tau kalo itu krim berbahaya  terimakasih  semangat shoppee
Banyak hacker  di even Shopie Jam sudah pada habis gak ada detik dah habis semua Dan buat checkout GaK bisa Pembodohan publik Tolong perbaiki yang saya takutkan  Kalau semua masyarakat Indonesia tau dan sadar  Kalau selama ini cuma di bodohin Dan akhirnya mereka tidak percaya lagi sama promosi yang di tawarkan di aplikasi ini Apa ini cuma permainan dan penipuan aja Lebih baik di undi biar adil,banyak hacker  di even shopie jam sudah pada habis gak ada detik dah habis semua dan buat checkout gak bisa pembodohan publik tolong perbaiki yang saya takutkan  kalau semua masyarakat indonesia tau dan sadar  kalau selama ini cuma di bodohin dan akhirnya mereka tidak percaya lagi sama promosi yang di tawarkan di aplikasi ini apa ini cuma permainan dan penipuan aja lebih baik di undi biar adil
Apk ini jelek Tapi bong hayu,apk ini jelek tapi bong hayu
Dimenu saya  kok tidak ad shope later apakah ada syarat dan ketentuan untuk bisa daftar,dimenu saya  kok tidak ad shope later apakah ada syarat dan ketentuan untuk bisa daftar
Kadang merasa puas  kadang merasa kecewa yahh kayak kehidupan lah Tapi lebih banyak merasa Puas sih,kadang merasa puas  kadang merasa kecewa yahh kayak kehidupan lah tapi lebih banyak merasa puas sih
Gratis ongkir minimal pembelian  rb tapi gak juga tuh haha  Terus kan belanja nih yg  ribuan biar gratis ongkir eh shopeepay nya gak cukup dong karena belom include ongkirnya  jadi metode pembayarannya belom bisa diganti ke shopeepay  Hahahaha sumpah ribet deh,gratis ongkir minimal pembelian  rb tapi gak juga tuh haha  terus kan belanja nih yg  ribuan biar gratis ongkir eh shopeepay nya gak cukup dong karena belom include ongkirnya  jadi metode pembayarannya belom bisa diganti ke shopeepay  hahahaha sumpah ribet deh
Saya suka banget tapi tu selalu eror shoppe nya knp saya kasih karena eror tolong dong di benerin jadi saya bisa belu barang barang yang saya mau tapi katanya gratis ongkir tapi saya lihat kok gak ya tolong dong jangan tipu kita kami bangkrut tapi kalian gak,saya suka banget tapi tu selalu eror shoppe nya knp saya kasih karena eror tolong dong di benerin jadi saya bisa belu barang barang yang saya mau tapi katanya gratis ongkir tapi saya lihat kok gak ya tolong dong jangan tipu kita kami bangkrut tapi kalian gak
Semua nya bagus  cuman skrng kurir sbope random dan biaya penanganan cukup mahal jadi agak kecewa,semua nya bagus  cuman skrng kurir sbope random dan biaya penanganan cukup mahal jadi agak kecewa
Ini gimana jadinya  tadi aku udah minta bantuan dari piha shopee buat buka akunku yang nomor teleponnya hilang katanya bakal ada notif eh kok sampe sekarang belum ada WA verifikasi dari shopee  terus barusan aku chat lagi belum selesai tapi udah diputus aja sesinya  gimana ini,ini gimana jadinya  tadi aku udah minta bantuan dari piha shopee buat buka akunku yang nomor teleponnya hilang katanya bakal ada notif eh kok sampe sekarang belum ada wa verifikasi dari shopee  terus barusan aku chat lagi belum selesai tapi udah diputus aja sesinya  gimana ini
Aku turunin satu bintang  maaf soalnya penarikan dana untuk saldo penjual agak lama dan hanya satu kali penarikan satu hari  padahal modalnya mau aku pake untuk jualan lg  Jadi pemula yg kurang modal nasibnya gini ,aku turunin satu bintang  maaf soalnya penarikan dana untuk saldo penjual agak lama dan hanya satu kali penarikan satu hari  padahal modalnya mau aku pake untuk jualan lg  jadi pemula yg kurang modal nasibnya gini 
Min aplikasinya berat banget  tolong perbaiki  sering lag di hape menengah,min aplikasinya berat banget  tolong perbaiki  sering lag di hape menengah
Suka sih sebenarnya sm apknya  awal awal download lancar lancar aja  Tapi kenapa ya makin lama kok apk shopee dihp saya ngelag bukanya  padahal apk lain nggalah  udah saya bersihin juga tapi sama aja  Tolong diperbaiki ya,suka sih sebenarnya sm apknya  awal awal download lancar lancar aja  tapi kenapa ya makin lama kok apk shopee dihp saya ngelag bukanya  padahal apk lain nggalah  udah saya bersihin juga tapi sama aja  tolong diperbaiki ya
Kenapa aku kasih Bintang Jadi aku itu ikut event tanaman dan udh siram beberapa kali tapi saat besoknya udh gak bisa masuk event lagi  gw coba lagi besok tetap aja ga bisa jadinya tanaman aku mati,kenapa aku kasih bintang jadi aku itu ikut event tanaman dan udh siram beberapa kali tapi saat besoknya udh gak bisa masuk event lagi  gw coba lagi besok tetap aja ga bisa jadinya tanaman aku mati
Sekarang  ini ongkirnya lagi murah  Apalagi ad shopee express Jadi berharap shopee express ad dimana  ya biar ongkirnya jadinya rupiah  gak cuma seller yang jakarta,sekarang  ini ongkirnya lagi murah  apalagi ad shopee express jadi berharap shopee express ad dimana  ya biar ongkirnya jadinya rupiah  gak cuma seller yang jakarta
Aplikasi ini sangat membantu dan bagus maaf saya cuma kasih bintang ga bintang soalnya kalo bintang artiny Sempurna aku ga mau ngasih bintang karna menurut aku kesempurnaan hanya milik TUHAN ,aplikasi ini sangat membantu dan bagus maaf saya cuma kasih bintang ga bintang soalnya kalo bintang artiny sempurna aku ga mau ngasih bintang karna menurut aku kesempurnaan hanya milik tuhan 
Kenapa kalo mau jualan di shopee  ketika mau atur ongkir berat produk tidak bisa disimpan,kenapa kalo mau jualan di shopee  ketika mau atur ongkir berat produk tidak bisa disimpan
Shopee pay later saya dihapus padahal bayarnya selalu tepat waktu dan sering belanja kecewA banget tanpa ada penjelasan yg jls dr pihak shope,shopee pay later saya dihapus padahal bayarnya selalu tepat waktu dan sering belanja kecewa banget tanpa ada penjelasan yg jls dr pihak shope
Hai shopee  Kenpa skrng pengiriman gk bisa pilih lagi ekspedisi yg kami mau,hai shopee  kenpa skrng pengiriman gk bisa pilih lagi ekspedisi yg kami mau
Semua baik dan lancar sangat berguna untuk di lihat sebagai pembeli seperti saya tp buat Spay saat pin salah dan mau merubah pin itu yg susah dan ribet  sampai bingung bagaimana saya bisa kembali menggunakan Spay ,semua baik dan lancar sangat berguna untuk di lihat sebagai pembeli seperti saya tp buat spay saat pin salah dan mau merubah pin itu yg susah dan ribet  sampai bingung bagaimana saya bisa kembali menggunakan spay 
Kenapa Setiap Saya Mau Beli Barang Udh Masuk CheckOut Mlh Keluar Lg Padahal Jaringan Bagus  Gk Lemot Juga,kenapa setiap saya mau beli barang udh masuk checkout mlh keluar lg padahal jaringan bagus  gk lemot juga
Kak sekarang ko shoope yg ak pake gratis ongkirnya gak bisa digunakan kenapa ia Jadinya skrg ini jarang belanja di shoope,kak sekarang ko shoope yg ak pake gratis ongkirnya gak bisa digunakan kenapa ia jadinya skrg ini jarang belanja di shoope
app bagus tapi sangat disayangkan jika mmembeli produk yg sama dlm quantity yg bangak ongkos kirim di hitung satu persatu semoga kedepan nya ongkir dalam pembelian banyak bisa di ringan kan tidak dihitung satu persatu tpi bisa di hitung dalam per kg,app bagus tapi sangat disayangkan jika mmembeli produk yg sama dlm quantity yg bangak ongkos kirim di hitung satu persatu semoga kedepan nya ongkir dalam pembelian banyak bisa di ringan kan tidak dihitung satu persatu tpi bisa di hitung dalam per kg
Suka kesel karena lemot  padahal buka apk lain biasa  aja tapi kalo buka shopee lemot terus,suka kesel karena lemot  padahal buka apk lain biasa  aja tapi kalo buka shopee lemot terus
Barang yg dipesan sangat hati hati karena beberapa produk gagal bukan karena shopee nya tapi pemilihan toko nya  Sejauh ini aku seneng karena setiap produk yg dipesan tidak gagal Tengkyu,barang yg dipesan sangat hati hati karena beberapa produk gagal bukan karena shopee nya tapi pemilihan toko nya  sejauh ini aku seneng karena setiap produk yg dipesan tidak gagal tengkyu
ayolaah kalo ada event jangan lemot banget aku sebagai seller selaluu ditanya konsumen  entah itu lemot di penjualan  lemot juga di aplikasi itu lagi  sistem persenan chat dibalas mending dihapus aja  auto replay ga di hitung tuh rasanya menyebalkan jadi ga star seller cuma gara  itu aja pliiss,ayolaah kalo ada event jangan lemot banget aku sebagai seller selaluu ditanya konsumen  entah itu lemot di penjualan  lemot juga di aplikasi itu lagi  sistem persenan chat dibalas mending dihapus aja  auto replay ga di hitung tuh rasanya menyebalkan jadi ga star seller cuma gara  itu aja pliiss
over all baguss siih cm gak yakin dgn flash sale yg dr harga jutaan jadi Baru juga refresh mulai flash sale tiba  sudah terjual habis aja  mohon diperbaiki aplikasinya  pas ngasi penilaian tiba  macet padahal tinggal kirim  jd ngulang dari awal ngasi review itu rasanya gmna ya ,over all baguss siih cm gak yakin dgn flash sale yg dr harga jutaan jadi baru juga refresh mulai flash sale tiba  sudah terjual habis aja  mohon diperbaiki aplikasinya  pas ngasi penilaian tiba  macet padahal tinggal kirim  jd ngulang dari awal ngasi review itu rasanya gmna ya 
Tersedia pembayaran cod  tapi gak semua toko bisa metode cod sangat disayangkan sekali,tersedia pembayaran cod  tapi gak semua toko bisa metode cod sangat disayangkan sekali
Sementara dulu  soalnya kagak sering nongol di situs streaming ilegal kaya toko sebelah,sementara dulu  soalnya kagak sering nongol di situs streaming ilegal kaya toko sebelah
Saya sangat lega terhadap tespon shopee yang cepat dan memuaskan pembeli dan barang nya selalu murah  selalu ada event tapi sayang saya selalu gak dapat semoga shopee bisa menjadi no di hati masyarakat indonesia terus berkembang shopee semangat,saya sangat lega terhadap tespon shopee yang cepat dan memuaskan pembeli dan barang nya selalu murah  selalu ada event tapi sayang saya selalu gak dapat semoga shopee bisa menjadi no di hati masyarakat indonesia terus berkembang shopee semangat
Dari dulu suka bgt belanja dishopee  karena free ongkir  Tp klo skrng kok agak susah ya  waktu mau check out  voucher yang aku punya ga bisa dipake karena vouchernya tdk berlaku dibeberapa toko  Trus kita harus klaim voucher yg mana ya  Biar bisa dipake disemua toko,dari dulu suka bgt belanja dishopee  karena free ongkir  tp klo skrng kok agak susah ya  waktu mau check out  voucher yang aku punya ga bisa dipake karena vouchernya tdk berlaku dibeberapa toko  trus kita harus klaim voucher yg mana ya  biar bisa dipake disemua toko
Tolong perbaiki Bugnya saya tidak bisa memposting produk  dan menentukan ongkos kirim,tolong perbaiki bugnya saya tidak bisa memposting produk  dan menentukan ongkos kirim
aku udah lama pakai shope baru kali ini ada kendala shopepay susah bgtt buat tff padahal sebelumnya ok aja tapi sudah beberpa hari susah buat tff padahal saldo masih ada kecewa,aku udah lama pakai shope baru kali ini ada kendala shopepay susah bgtt buat tff padahal sebelumnya ok aja tapi sudah beberpa hari susah buat tff padahal saldo masih ada kecewa
Puas banget belanja dishopee sekarang udah ada alternatif metode pembayaran yang cukup membantu pembeli  Tapi untuk ekspedisi shopee standar ekspress lebih ditingkatkan lagi waktu pengirimannya  karena setiap pakai ekspedisi ini selalu terlambat dari waktu yan shopee tentukan  Semoga kedepannya lebih baik lagi,puas banget belanja dishopee sekarang udah ada alternatif metode pembayaran yang cukup membantu pembeli  tapi untuk ekspedisi shopee standar ekspress lebih ditingkatkan lagi waktu pengirimannya  karena setiap pakai ekspedisi ini selalu terlambat dari waktu yan shopee tentukan  semoga kedepannya lebih baik lagi
Bunga shopee paylater nya kurangin dong  kalo di itung sama aja kek bayar ongkir jadi ongkir ga ada tapi di lariin ke biaya tambahan kalo bayar pake shopee paylater  Berarti sama aja boong ga free ongkir juga Hm,bunga shopee paylater nya kurangin dong  kalo di itung sama aja kek bayar ongkir jadi ongkir ga ada tapi di lariin ke biaya tambahan kalo bayar pake shopee paylater  berarti sama aja boong ga free ongkir juga hm
Shopee kenapa bisa keluar sendirisampai harus buat akun baru lagi masya allah  Yang lama engga bisa masuk gagal terus  Punten sudah di update padahal  Pihak Shopee,shopee kenapa bisa keluar sendirisampai harus buat akun baru lagi masya allah  yang lama engga bisa masuk gagal terus  punten sudah di update padahal  pihak shopee
wewwew wew wew wew keren banget kalo ada yg mo bkg apa saja untuk mengurut payudara yang sama sx ,wewwew wew wew wew keren banget kalo ada yg mo bkg apa saja untuk mengurut payudara yang sama sx 
Suka siyh blnja di shoope tapi Skrang ongkirnya itu lho kebangetan blnja gha nyampe  rbu aja ongkirnya lebih dari  ribu apalagi yg pake COD  Seharusnya diperbaiki lagi sistem ongkirnya itu jangn terlalu memberatkan apalagi yg di pelosok  seperti kami ini,suka siyh blnja di shoope tapi skrang ongkirnya itu lho kebangetan blnja gha nyampe  rbu aja ongkirnya lebih dari  ribu apalagi yg pake cod  seharusnya diperbaiki lagi sistem ongkirnya itu jangn terlalu memberatkan apalagi yg di pelosok  seperti kami ini
aplikasi bagus  sangat bermanfaat  mohon perbaiki notifnya  tramsaksi yg sudah selesai beberapa bulan yg lalu masih masuk di notif transaksi yg harus diproses  Trimakasih,aplikasi bagus  sangat bermanfaat  mohon perbaiki notifnya  tramsaksi yg sudah selesai beberapa bulan yg lalu masih masuk di notif transaksi yg harus diproses  trimakasih
Shopee harusnya promonya itu buat semua pengguna jangan buat yg baru atau hanya pengguna shopee pay doang toh shopee gak akan rugi malah makin kaya Kemarin kemarin nyaman pake shopee  tapi skarang jadi dipertimbangkan lagi ,shopee harusnya promonya itu buat semua pengguna jangan buat yg baru atau hanya pengguna shopee pay doang toh shopee gak akan rugi malah makin kaya kemarin kemarin nyaman pake shopee  tapi skarang jadi dipertimbangkan lagi 
Selalu puas dengan pembelian di shopee  tapi minus nya ngajuin shopee paylatter gak pernah di acc  enggak tau kepana  padahal dalam penggunaan shopee selama ini gak ada sesuatu yang buruk,selalu puas dengan pembelian di shopee  tapi minus nya ngajuin shopee paylatter gak pernah di acc  enggak tau kepana  padahal dalam penggunaan shopee selama ini gak ada sesuatu yang buruk
Alkhamdulillah amanah Tp pernah sya order dr luar negri brg nya gak nyampe ke saya,alkhamdulillah amanah tp pernah sya order dr luar negri brg nya gak nyampe ke saya
Kadang suka macet mungkin karena banyak yg makai  tapi saya puas belanja di shoope Semoga makin banyak bonus gratis ongkir nya  soalnya lumanyan juga harga ongkirnya,kadang suka macet mungkin karena banyak yg makai  tapi saya puas belanja di shoope semoga makin banyak bonus gratis ongkir nya  soalnya lumanyan juga harga ongkirnya
User friendly tapi aplikasinya berat sekali Untuk buka satu toko saja bisa nunggu menit Padahal dr provider handphone sdh paling cepat Tolong lebih cepat lagi terimakasih,user friendly tapi aplikasinya berat sekali untuk buka satu toko saja bisa nunggu menit padahal dr provider handphone sdh paling cepat tolong lebih cepat lagi terimakasih
Shopee skrng bgus bs cod kaya lazada cmn vocer cashback sllu shopeepay yg bnyk nya yg vcer cashback gk shopeepay cmn gk bnyk tlong bnykin vcer cashback yg gk via shopeepay biar kita dropship jg sm  pny untung nya dr cashback nya dn lg buat seller yg dr luar negri smg pengriman nya sllu bs krm indonesia krn aku mau order dr luar negri gk ada pngrmn gk bs krm indonesia mhon pngrmn dr luar negri sllu bs kk smga saran nya bs trima mksh,shopee skrng bgus bs cod kaya lazada cmn vocer cashback sllu shopeepay yg bnyk nya yg vcer cashback gk shopeepay cmn gk bnyk tlong bnykin vcer cashback yg gk via shopeepay biar kita dropship jg sm  pny untung nya dr cashback nya dn lg buat seller yg dr luar negri smg pengriman nya sllu bs krm indonesia krn aku mau order dr luar negri gk ada pngrmn gk bs krm indonesia mhon pngrmn dr luar negri sllu bs kk smga saran nya bs trima mksh
Kekurangan pada shopee adalah tidak selalu update posisi paket saat pengiriman jadi untuk pihak shopee tolong selalu update posisi paket supaya kita mudah melacak paket barang Terima kasih,kekurangan pada shopee adalah tidak selalu update posisi paket saat pengiriman jadi untuk pihak shopee tolong selalu update posisi paket supaya kita mudah melacak paket barang terima kasih
Sudah terdaftar gratis ongkir  tapi belum dapat notifikasi  Sedangkan saya mau daftar lagi katanya sudah terdaftar tapi di produk saya tidak ada keterangan free,sudah terdaftar gratis ongkir  tapi belum dapat notifikasi  sedangkan saya mau daftar lagi katanya sudah terdaftar tapi di produk saya tidak ada keterangan free
Sekarang ko shopee jadi berat aplikasinya gak Kya dulu lancar dan enteng dan sering banget minta update,sekarang ko shopee jadi berat aplikasinya gak kya dulu lancar dan enteng dan sering banget minta update
Saya sebenarnya puas menggunakan shopee  bahkan sangat puas  tapi saya ingin bertanya kenapa setiap saya mau check out sering tertera bahwa Check out gagal kode voucher sudah digunakan tolong penjelasannya  terimakasih,saya sebenarnya puas menggunakan shopee  bahkan sangat puas  tapi saya ingin bertanya kenapa setiap saya mau check out sering tertera bahwa check out gagal kode voucher sudah digunakan tolong penjelasannya  terimakasih
Penawaran menarik  barang  yg disuguhkan byk pilihan harga kompetitif,penawaran menarik  barang  yg disuguhkan byk pilihan harga kompetitif
Min kok skrg untuk jasa pengiriman gk ada gk ada JNT JNE NINJA ID EXPREES ATAu yg lain nya  Skrg kita cm di kasih pilihan regular sm hemat  kargo  Itu gmn min,min kok skrg untuk jasa pengiriman gk ada gk ada jnt jne ninja id exprees atau yg lain nya  skrg kita cm di kasih pilihan regular sm hemat  kargo  itu gmn min
Spinjam nya limit nya tolong dinaikan donk kalo dinaikin limit Spinjam nya rating nya bintang nanti thanks sophee,spinjam nya limit nya tolong dinaikan donk kalo dinaikin limit spinjam nya rating nya bintang nanti thanks sophee
jadi ketagihan belanja pakai shopee  aplikasi membantu bgt untuk qt belanja online  cuma sedih sekarang gratis ongkir nya kebanyakan untuk yg pakai shopee pay  dulu aku sering dapet gratis ongkir skg jarang bgt harus pakai shopee pay kebanyakan promo nya,jadi ketagihan belanja pakai shopee  aplikasi membantu bgt untuk qt belanja online  cuma sedih sekarang gratis ongkir nya kebanyakan untuk yg pakai shopee pay  dulu aku sering dapet gratis ongkir skg jarang bgt harus pakai shopee pay kebanyakan promo nya
Yang sangat saya senangi di apk shopee yakni bisa dengan metode COD adanya gratis ongkir dan pemesanan sesuai apa yg diinginkan,yang sangat saya senangi di apk shopee yakni bisa dengan metode cod adanya gratis ongkir dan pemesanan sesuai apa yg diinginkan
Akun saya ga bisa masuk ga tau knp Kluar sndri  giliran mau msuk ga bisa bisa Blm bisa masuk smntara tulisan nya,akun saya ga bisa masuk ga tau knp kluar sndri  giliran mau msuk ga bisa bisa blm bisa masuk smntara tulisan nya
Saat ini saya kasih bintang karna emang bagus tingkatkan trus ya biar bintang nya terus bertahan  Shopee karna kamu aku ga pernah bisa nabung uangku selalu habis belanja di shopee kalau bapak aku tau tiap bulan belanja nyampe pesanan habis udah aku,saat ini saya kasih bintang karna emang bagus tingkatkan trus ya biar bintang nya terus bertahan  shopee karna kamu aku ga pernah bisa nabung uangku selalu habis belanja di shopee kalau bapak aku tau tiap bulan belanja nyampe pesanan habis udah aku
Ok banget Belanja gak pakek ribet Perbanyak gratis ongkir dari nya donk  biar makin semangat belanja  ,ok banget belanja gak pakek ribet perbanyak gratis ongkir dari nya donk  biar makin semangat belanja  
Bagus kok  maaf jika menyinggung  barang yang lama dikirim  tergantung penjual  bukan karena apk nya kak,bagus kok  maaf jika menyinggung  barang yang lama dikirim  tergantung penjual  bukan karena apk nya kak
Waw Aplikasinya bagus bangat Kalian jangan lupa download ya Kalau ngak download kalian nati nyesel lo,waw aplikasinya bagus bangat kalian jangan lupa download ya kalau ngak download kalian nati nyesel lo
Terimakasih atas respon nya kak Sangat membantu Saya Suka Shopee Terimakasih atas bantuannya Good job,terimakasih atas respon nya kak sangat membantu saya suka shopee terimakasih atas bantuannya good job
Semoga belanja di shopee bisa memuaskan Soalnya di aplikasi sebelah banyak penipuan and barang Tidak setara dengan harga yang harus di bayar,semoga belanja di shopee bisa memuaskan soalnya di aplikasi sebelah banyak penipuan and barang tidak setara dengan harga yang harus di bayar
Halo min  Mau tax gmn barusan sy dpt notif utk pembyaran bpjs kes yg gagal  Apakh uang yg sdh sy buat membyar tidak dikembalikan,halo min  mau tax gmn barusan sy dpt notif utk pembyaran bpjs kes yg gagal  apakh uang yg sdh sy buat membyar tidak dikembalikan
Hanyalah sebuah kebohongan yang sering digunakan oleh kata kata rayuan enak enak empuk dan ekonomi Eropa enak enak empuk Emre emang enak enak banget janah waktu empat ekor emang ente ente emang ada ga ee eye emang enak enak empuk dan nyaman dan vitamin dan yang lain enak empuk eko yu  semangat selalu,hanyalah sebuah kebohongan yang sering digunakan oleh kata kata rayuan enak enak empuk dan ekonomi eropa enak enak empuk emre emang enak enak banget janah waktu empat ekor emang ente ente emang ada ga ee eye emang enak enak empuk dan nyaman dan vitamin dan yang lain enak empuk eko yu  semangat selalu
Shopee sangat mudah dalam membantu memenuhi kebutuhan dan belanjaserta untuk pembayaran apapun jadi lebih mudah sangat baik hati banyak promo dan cashbacknya,shopee sangat mudah dalam membantu memenuhi kebutuhan dan belanjaserta untuk pembayaran apapun jadi lebih mudah sangat baik hati banyak promo dan cashbacknya
Aplikasi ini bagus banget ko  banyak promo juga  Tapi tolong di banyakin gratis ongkirnya kak  terimakasih ,aplikasi ini bagus banget ko  banyak promo juga  tapi tolong di banyakin gratis ongkirnya kak  terimakasih 
Apk ini remonded bangett cara mudah melakukan transksi saat pembelian barang dan bisa COD apalagi bisa dapat vocher gratis ongkir lagi  pokoknya recondede dehh,apk ini remonded bangett cara mudah melakukan transksi saat pembelian barang dan bisa cod apalagi bisa dapat vocher gratis ongkir lagi  pokoknya recondede dehh
Alhamdulillah terimakasih banyak team shopee telah membantu pemulihan akun sudah terpercaya blnja di shopee sampai kurir nya bosen ngnter pesanan ny ,alhamdulillah terimakasih banyak team shopee telah membantu pemulihan akun sudah terpercaya blnja di shopee sampai kurir nya bosen ngnter pesanan ny 
Puas belanja di shopee  barang bagus sering  adakan voucher gratia ongkir  biar belanja lebih semangat lagi  ,puas belanja di shopee  barang bagus sering  adakan voucher gratia ongkir  biar belanja lebih semangat lagi  
