cleansing,CaseFolding
Update Mulu  nyari uang dr kuota pengguna ya  Baru kemarin update  sekarang update lagi  heran,update mulu  nyari uang dr kuota pengguna ya  baru kemarin update  sekarang update lagi  heran
Bikin iklan gede tapi servernya slalu error mulu  ah yasudahlah  Garagara server error saya slalu gabisa checkout barang kalo pas lagi promo jambore,bikin iklan gede tapi servernya slalu error mulu  ah yasudahlah  garagara server error saya slalu gabisa checkout barang kalo pas lagi promo jambore
SAYA MEMBER PLATINUM DISHOPEE KENAPA Makin kesini makin Aneh Kalo ngasih vocher gratis ongkir Sama potongan cashback gak usah nanggung Pas checkout malah gak bisa diGunain Vocher abislah Padahal sebelum bayar udah bisa dipakai Pas pembayaran malah gak bisa Kocak Pengguna aplikasi makin banyak malah MAKIN MENURUN KUALITASNYA Pas,saya member platinum dishopee kenapa makin kesini makin aneh kalo ngasih vocher gratis ongkir sama potongan cashback gak usah nanggung pas checkout malah gak bisa digunain vocher abislah padahal sebelum bayar udah bisa dipakai pas pembayaran malah gak bisa kocak pengguna aplikasi makin banyak malah makin menurun kualitasnya pas
Skrg mah ga ngerti dengan cara pengiriman nya kok jdi gitu sih dan kok ongkir tambah naik  selama ini pakai biasa sja  lebih baik oleng  ,skrg mah ga ngerti dengan cara pengiriman nya kok jdi gitu sih dan kok ongkir tambah naik  selama ini pakai biasa sja  lebih baik oleng  
Ampun inii shopee kenapa jdi lelet gnii yaa Pdhal udh diperbarui  tpii bukannya bgus tpi lelet  Mau cek  fto  produk ajj msti loading bbrpa menit  Tlong donk diperbaikii  Gak nyaman mau cek  fto brang tpi msti loading dlu  Pdhal jaringan bagus  buka yt jga lancar  ajj thu  gliran buka shopee ajj lelet,ampun inii shopee kenapa jdi lelet gnii yaa pdhal udh diperbarui  tpii bukannya bgus tpi lelet  mau cek  fto  produk ajj msti loading bbrpa menit  tlong donk diperbaikii  gak nyaman mau cek  fto brang tpi msti loading dlu  pdhal jaringan bagus  buka yt jga lancar  ajj thu  gliran buka shopee ajj lelet
Maaf shope kenapa spayleter saya tidak bisa digunakan padahal saya tidak pernah ada pinjaman ke shope malah di suruh nunggu sampai tgl,maaf shope kenapa spayleter saya tidak bisa digunakan padahal saya tidak pernah ada pinjaman ke shope malah di suruh nunggu sampai tgl
Ko jadi gx bisa masuk akun  Padahal aq udh punya akun  mau pesen barang jadi susah  Tolong dong benerin,ko jadi gx bisa masuk akun  padahal aq udh punya akun  mau pesen barang jadi susah  tolong dong benerin
Kenapa sekarang banyak perubahan shopee  Ongkir nya di perbanyak  Kami sebagai penjual online merasa gimana gtu di buat shopee,kenapa sekarang banyak perubahan shopee  ongkir nya di perbanyak  kami sebagai penjual online merasa gimana gtu di buat shopee
Kecewa masa lebih mahal harga ongkir ketimbang harga barang  harga barang ongkir dih mksdnya apa coba,kecewa masa lebih mahal harga ongkir ketimbang harga barang  harga barang ongkir dih mksdnya apa coba
Ada masalah apa lho sama gue knapa akun ku di blokir jadi aku nggk bisa lagi blnja di shoppe cuma anehnya gara  smalam nggk mau tf RB kan aku bilng nggk ada uangnya tpi ttp aja di blok aneh aneh,ada masalah apa lho sama gue knapa akun ku di blokir jadi aku nggk bisa lagi blnja di shoppe cuma anehnya gara  smalam nggk mau tf rb kan aku bilng nggk ada uangnya tpi ttp aja di blok aneh aneh
Kenapaa susah buat verifikasi nomor padahal nomor belum pernah di pake buat apa apa  baru kali ini lamaa dapet kode verifikasi nya,kenapaa susah buat verifikasi nomor padahal nomor belum pernah di pake buat apa apa  baru kali ini lamaa dapet kode verifikasi nya
Aplikasi shopee skarang sllu saja mencapai limit harian  Baru pesan atw toko langsung mencapai limit harian bahkan mingguan,aplikasi shopee skarang sllu saja mencapai limit harian  baru pesan atw toko langsung mencapai limit harian bahkan mingguan
Kecewa dan gedeg sama aplikasi shopee sering pembaruan bukannya makin bagus malah makin lemot sering heng padahal jaringan bagus buka aplikasi lain lancar tapi buka shopee bikin emosi,kecewa dan gedeg sama aplikasi shopee sering pembaruan bukannya makin bagus malah makin lemot sering heng padahal jaringan bagus buka aplikasi lain lancar tapi buka shopee bikin emosi
setelah naik ke gold malah gimana ya shopee padahal aku sering topup spay belanja gitu beli voucher bahkan di shopee eh pas mau chekout malah gabisa trs keterangan vouchernya angus dlm jam sering kaya gini udah hub cs masih gada kejelasan  ditambah voucher gratis ongkir cuma bisa dipake sehari gabisa lebih jadi otomatis voucher yg satunya bakalan angus besoknya bye shopee,setelah naik ke gold malah gimana ya shopee padahal aku sering topup spay belanja gitu beli voucher bahkan di shopee eh pas mau chekout malah gabisa trs keterangan vouchernya angus dlm jam sering kaya gini udah hub cs masih gada kejelasan  ditambah voucher gratis ongkir cuma bisa dipake sehari gabisa lebih jadi otomatis voucher yg satunya bakalan angus besoknya bye shopee
Saya narik saldo shopee ke bank dari tanggal maret sampai sekarang belum juga masuk ke saldo bank saya kenapa ya,saya narik saldo shopee ke bank dari tanggal maret sampai sekarang belum juga masuk ke saldo bank saya kenapa ya
Kenapa kode otp saya tidak masuk padahal saya sudah menunggu kode otp shopeepay tapi nggak masuk masuk,kenapa kode otp saya tidak masuk padahal saya sudah menunggu kode otp shopeepay tapi nggak masuk masuk
Kalo ada bintang saya saja parah bgt ni shopee saya udah bayar Rp eeh saldonya letarik tapi barangnya masih tanda blom bayar saya tunggu berhari  yaudah batali tapi kgk ada refund,kalo ada bintang saya saja parah bgt ni shopee saya udah bayar rp eeh saldonya letarik tapi barangnya masih tanda blom bayar saya tunggu berhari  yaudah batali tapi kgk ada refund
Parah akun shopeepay saya diblokir padahal mau top up sebelumnya tidak ada kendala  setelah ditelfon tapi tidak terjawab akun shopeepay saya diblokir pihak shopee,parah akun shopeepay saya diblokir padahal mau top up sebelumnya tidak ada kendala  setelah ditelfon tapi tidak terjawab akun shopeepay saya diblokir pihak shopee
Mohon untuk shopee aplikasinya ukuran download nya diperkecil  Karena cuma mau pesen barang aja harus download banyak,mohon untuk shopee aplikasinya ukuran download nya diperkecil  karena cuma mau pesen barang aja harus download banyak
Saya sebal sekali Saya lupa pinnsopepay mau saya ubah ga bisa Aneh sekalibsope skrg,saya sebal sekali saya lupa pinnsopepay mau saya ubah ga bisa aneh sekalibsope skrg
Makin bego aplikasinya DELAY mulu najis gedek apalagi pas flash sale yah trik ELO bgt buat DELAY amit  gw mah,makin bego aplikasinya delay mulu najis gedek apalagi pas flash sale yah trik elo bgt buat delay amit  gw mah
kenapa shopee makin gak bener gak bisa login terus saya cuma punya nomer tlpon nya gk bisa login  pasword udah bner juga masih gak bisa login,kenapa shopee makin gak bener gak bisa login terus saya cuma punya nomer tlpon nya gk bisa login  pasword udah bner juga masih gak bisa login
Tolong dong pajak jangan naik terus  tiap tahun naik mana skarang tambah biaya layanan  buat produk makanan ga bisa bersaing dong karena lebih mahal dr toko offline lama  males penjual giliran promo Mega sale harus diatas  %  ditambah biaya lain  untungnya gimana  kita jualan bukan kerja rodi di SHOOPE,tolong dong pajak jangan naik terus  tiap tahun naik mana skarang tambah biaya layanan  buat produk makanan ga bisa bersaing dong karena lebih mahal dr toko offline lama  males penjual giliran promo mega sale harus diatas  %  ditambah biaya lain  untungnya gimana  kita jualan bukan kerja rodi di shoope
Kok lucu sih Kita sebagai pembeli nggak bisa pilih mau pake ekspedisi apa  Masa iya di atur,kok lucu sih kita sebagai pembeli nggak bisa pilih mau pake ekspedisi apa  masa iya di atur
Kecewa aku gunain aplikasi shopeeasa gk bisa cod padahal iklan nya itu bisa cod dan juga pas mau pake voucher gratis ongkir masa gk bisa aneh bnget jadi ifiel aku,kecewa aku gunain aplikasi shopeeasa gk bisa cod padahal iklan nya itu bisa cod dan juga pas mau pake voucher gratis ongkir masa gk bisa aneh bnget jadi ifiel aku
Sekarang shopee bnyk perubahan Tapi kenapa gak bisa pilih jasa pengiriman kaya dulu  Sekarang malah jadi mahal ongkir  Tolong ubah lagi jadi ke yng dulu lah  Bisa bisa para pembeli lari ke toko sebelah,sekarang shopee bnyk perubahan tapi kenapa gak bisa pilih jasa pengiriman kaya dulu  sekarang malah jadi mahal ongkir  tolong ubah lagi jadi ke yng dulu lah  bisa bisa para pembeli lari ke toko sebelah
Maaf kasih bintang sedikit saya merasa kurang puas  katanya gratis ongkir tapi potongan cuma rbuan ja,maaf kasih bintang sedikit saya merasa kurang puas  katanya gratis ongkir tapi potongan cuma rbuan ja
Shopee skrg jd kurang detile ya pengiriman barang nya jd qt ga bisa ngchek barang qt udh sampe mana cma tulisan on proses aja ga jelas bgt nyesel sih di update,shopee skrg jd kurang detile ya pengiriman barang nya jd qt ga bisa ngchek barang qt udh sampe mana cma tulisan on proses aja ga jelas bgt nyesel sih di update
Saya mau ambil hadiah yang harga  Rp pas di check out bisa keterangan nya  ga bisa di beli kalo ga bisa di beli kenapa yang lain bagus bagus pada sold out padahal harga nya sama  gimana ini,saya mau ambil hadiah yang harga  rp pas di check out bisa keterangan nya  ga bisa di beli kalo ga bisa di beli kenapa yang lain bagus bagus pada sold out padahal harga nya sama  gimana ini
diskon nya gede Ongkir nya gede Sama saja bohong Gratis ongkir Eh tau tau ada ongkirnya juga Tolong di benerin lg,diskon nya gede ongkir nya gede sama saja bohong gratis ongkir eh tau tau ada ongkirnya juga tolong di benerin lg
Shopee makin lama makin lemott banget  pesanan belom nyampek tiba akun ke log out dengan sendiri nya  voucher gratis ongkir buat yang biasa juga sekarang gk ada kebanyakan buat shopee pay doang  gk hanya makin lama makin lemot tapi makin pelit juga  mohon untuk perbaiki sistem biar gk lemot pesanan saya juga ini blom terkirim akun tiba ke log out sendiri gmna ceritanya,shopee makin lama makin lemott banget  pesanan belom nyampek tiba akun ke log out dengan sendiri nya  voucher gratis ongkir buat yang biasa juga sekarang gk ada kebanyakan buat shopee pay doang  gk hanya makin lama makin lemot tapi makin pelit juga  mohon untuk perbaiki sistem biar gk lemot pesanan saya juga ini blom terkirim akun tiba ke log out sendiri gmna ceritanya
Tolong dong kak  Aku gak bisa masuk pakai akun ku di hp aku ini tolong perbaikan nya kak  tolong kak,tolong dong kak  aku gak bisa masuk pakai akun ku di hp aku ini tolong perbaikan nya kak  tolong kak
Sebenernya bagus  tampilannya juga sederhana  mudah dipahami  terus harganya agak lebih murah dari commerce lainnya  ya walaupun bedanya cuma sedikit Tapi kenapa ya akhir akhir ini Shopee jadi pelit  yang dulunya ada banyak banget gratis ongkir tanpa minimal belanja  sekarang kebanyakan gratis ongkirnya minimal belanja itupun cuma dapet potongan ongkir Dan juga sekarang Shopee saya jadi lemott banget  diklik berkali kali ngga ada respon sama sekali  Semoga kedepannya diperbaiki,sebenernya bagus  tampilannya juga sederhana  mudah dipahami  terus harganya agak lebih murah dari commerce lainnya  ya walaupun bedanya cuma sedikit tapi kenapa ya akhir akhir ini shopee jadi pelit  yang dulunya ada banyak banget gratis ongkir tanpa minimal belanja  sekarang kebanyakan gratis ongkirnya minimal belanja itupun cuma dapet potongan ongkir dan juga sekarang shopee saya jadi lemott banget  diklik berkali kali ngga ada respon sama sekali  semoga kedepannya diperbaiki
barang mahal  kualitas zonk  ada garansi shopee  tp kalo penjual menolak  shopeenga diem bae  capek lama,barang mahal  kualitas zonk  ada garansi shopee  tp kalo penjual menolak  shopeenga diem bae  capek lama
Saya baru download shopee trus mau order barang gak bisa cod bayar ditempat teman saya juga sama baru download gk bisa cod,saya baru download shopee trus mau order barang gak bisa cod bayar ditempat teman saya juga sama baru download gk bisa cod
Ini shopiy lemot udah gitu banyak yg ngaku dari shopi mau ngasih hadiah pret gw gapercawa udah gitu yg mau ngasih hadiah harus tranper uang rb bujur buneng hehe buat gw ini orang susah yg kerja supir duit segitu berharga buat ngasih anak bini gw  gw nyari duit segitu belain ujan keujanan panas kepanasan keringat kecil besar sampe pantat keringatan nyari duit rg ini lo enak banget suruh tranper kalo mau niat itu iklas jangan ada timbal baik nya bos,ini shopiy lemot udah gitu banyak yg ngaku dari shopi mau ngasih hadiah pret gw gapercawa udah gitu yg mau ngasih hadiah harus tranper uang rb bujur buneng hehe buat gw ini orang susah yg kerja supir duit segitu berharga buat ngasih anak bini gw  gw nyari duit segitu belain ujan keujanan panas kepanasan keringat kecil besar sampe pantat keringatan nyari duit rg ini lo enak banget suruh tranper kalo mau niat itu iklas jangan ada timbal baik nya bos
Aplikasi nya bagus sih  tapi masalah nya kenapa selalu gagal aktivasi shopeepaylater  Heraan  ,aplikasi nya bagus sih  tapi masalah nya kenapa selalu gagal aktivasi shopeepaylater  heraan  
Aplikasinya lemot di android Samsung Galaxy saya  Tolong dioptimalkan agar bisa berjalan lanjar di hp saya,aplikasinya lemot di android samsung galaxy saya  tolong dioptimalkan agar bisa berjalan lanjar di hp saya
Tadinya aku suka bngt sama shopee tp semenjak akun adekku gabisa dibuka gara  ulah penipu aku ngrasa kecewa karna menunggu terlalu lama untuk melihat hutang  yg udah dinikmati sipenipu kami tidak berhutang tp kami berniat membayar tp akun gk bisa dibuka & denda pun semakin bertambah setress otak ini,tadinya aku suka bngt sama shopee tp semenjak akun adekku gabisa dibuka gara  ulah penipu aku ngrasa kecewa karna menunggu terlalu lama untuk melihat hutang  yg udah dinikmati sipenipu kami tidak berhutang tp kami berniat membayar tp akun gk bisa dibuka & denda pun semakin bertambah setress otak ini
Enak sih jadi lebih mudah belanja Tapi giliran nyalain peringatan pas ada Flazsale  ambyarr ga ada pemberitahuan apa udah gtu pas udah jamnya flazsale gue cari barangnya ga ada  tp pas barang habis muncul barangnya  berkali  loh seperti ini padahal signal lg oke,enak sih jadi lebih mudah belanja tapi giliran nyalain peringatan pas ada flazsale  ambyarr ga ada pemberitahuan apa udah gtu pas udah jamnya flazsale gue cari barangnya ga ada  tp pas barang habis muncul barangnya  berkali  loh seperti ini padahal signal lg oke
Sedikit kecewa karena gratis ongkirnya kebanyakan untuk sistem pembayaran shoppepay  dan biaya penangan terlalu besar,sedikit kecewa karena gratis ongkirnya kebanyakan untuk sistem pembayaran shoppepay  dan biaya penangan terlalu besar
Kata nya serba tapi kenapa pas di beli malah maaf gagal silahkan pilih prodak lain pas di coba yang lain malah gak bisa juga,kata nya serba tapi kenapa pas di beli malah maaf gagal silahkan pilih prodak lain pas di coba yang lain malah gak bisa juga
Ko ngga bisa masukin no  Hp ya saya coba masukin tp dibilang nomor sudah terpakai tapi saya belum pernah pakai shopee,ko ngga bisa masukin no  hp ya saya coba masukin tp dibilang nomor sudah terpakai tapi saya belum pernah pakai shopee
Untuk pihak shope tolong jasa kirim shopee expres standar nya di perbaiki lagi banyak yang ngeluh tuh terlalu lama di KAPUK Dc lelet banget bisa sampe habis masa estimasi tapi belum di kirim barang nya please utamakan kepuasan pelanggan biar ngga pada kapok belanja,untuk pihak shope tolong jasa kirim shopee expres standar nya di perbaiki lagi banyak yang ngeluh tuh terlalu lama di kapuk dc lelet banget bisa sampe habis masa estimasi tapi belum di kirim barang nya please utamakan kepuasan pelanggan biar ngga pada kapok belanja
