ulasan,cleansing
"Aplikasi kok update terus, apk apaan ini🙄🙄🙄...???????????????????????????????????....................??????????????????.............???????????..........?????????.......... Tapi mau gimana lagi produknya ori siih jadi ya biarpun update terus ya tetep ada di hp.ku.. Semoga shopee selalu seperti ini..menyaring barang dagangan yang ori"" aja ya..jangan sampek orang jualan barang kw masuk kesini..😁😁😁 🙏🙏🙏",Aplikasi kok update terus  apk apaan ini Tapi mau gimana lagi produknya ori siih jadi ya biarpun update terus ya tetep ada di hp ku Semoga shopee selalu seperti ini  menyaring barang dagangan yang ori  aja ya  jangan sampek orang jualan barang kw masuk kesini 
"Baru pertama kali sih pake shopee..untuk pertama kali baik,smoga lebih baik ke depan nya..",Baru pertama kali sih pake shopee  untuk pertama kali baik smoga lebih baik ke depan nya
"Tolong di pertimbangkan kembali tentang perubahan pengaturan jasa kirim yg akan efektif per15 Maret nanti,,, apakah ini sebuah kemajuan atau kemunduran bagi shopee... Karena dalam pandangan saya ini akan sangat berpengaruh untuk menurunkan tingkat transaksi bagi shopee,, Salam dari saya sebagai penjual sekaligus pembeli dishopee...",Tolong di pertimbangkan kembali tentang perubahan pengaturan jasa kirim yg akan efektif per  Maret nanti apakah ini sebuah kemajuan atau kemunduran bagi shopee Karena dalam pandangan saya ini akan sangat berpengaruh untuk menurunkan tingkat transaksi bagi shopee Salam dari saya sebagai penjual sekaligus pembeli dishopee
"Akhirnya saya jatuh cinta sm ecommerce ini, semoga saya dpt paylater ya :) Krn tetangga sebelah udah kasih saya paylater sebesar 2,5juta :D Skrg saya akan lebih aktif belanja di Shopee dibanding toko sebelah hehehe.. ( APALAGI DIKASIH PAYLATER ) 😍 Edited : tgl 23 feb 2021 Btw SAYA SUDAH DI KASIH PAYLATER LOH.. Thank you ya, walaupun baru 1,8 acc nya.. Saya akan pergunakan dgn baik, semoga akan terus naik ya, wah makin cinta nih sm Shopee ❤️",Akhirnya saya jatuh cinta sm ecommerce ini  semoga saya dpt paylater ya Krn tetangga sebelah udah kasih saya paylater sebesar juta Skrg saya akan lebih aktif belanja di Shopee dibanding toko sebelah hehehe APALAGI DIKASIH PAYLATER Edited tgl feb Btw SAYA SUDAH DI KASIH PAYLATER LOH Thank you ya  walaupun baru acc nya Saya akan pergunakan dgn baik  semoga akan terus naik ya  wah makin cinta nih sm Shopee 
The best tingkat seperti dulu bagi-bagi voucher belanja dan benar-benar free ongkir seperti dulu awal,The best tingkat seperti dulu bagi bagi voucher belanja dan benar benar free ongkir seperti dulu awal
"Belanja online di Shopee murah, pengemasan & pengiriman cepat. GRATIS ONGKIR.",Belanja online di Shopee murah  pengemasan & pengiriman cepat  GRATIS ONGKIR
"Suka banget, belanja nggak ribet, murah lagi. The best lah pokoknya shopee ♡",Suka banget  belanja nggak ribet  murah lagi  The best lah pokoknya shopee 
Beli di shopee...harga murah dengan kwalitas terbaik...terima kasih shopee...😁,Beli di shopee harga murah dengan kwalitas terbaik terima kasih shopee 
"Shopee itu bagus bangetzz,shopee memberi pengalaman belanja terbaik kpd ku....tp ada sedikit kendala ketika aku ingin berbelanja,,kadang lg liat""barang ,,waktu aku buka ada tulisan ""maaf sedang dalam perbaikan,tunggu sebentar' (muat ulang)......trus waktu aku buka lainyya juga kayak gitu,,tolong dong diperbaiki...kan bikin orang nggak nyaman saat berbelanja,,,,itu aja si dari aku...TERIMAKASIH.",Shopee itu bagus bangetzz shopee memberi pengalaman belanja terbaik kpd ku tp ada sedikit kendala ketika aku ingin berbelanja  kadang lg liat barang waktu aku buka ada tulisan  maaf sedang dalam perbaikan tunggu sebentar muat ulang trus waktu aku buka lainyya juga kayak gitu  tolong dong diperbaiki kan bikin orang nggak nyaman saat berbelanja itu aja si dari aku TERIMAKASIH
Belanja dishopee asik bngt.. Mudah.n gak mengecewakan selalu. Oiya soal pembatalan pesanan knpa ya aku mau nambah barang udah aq batalin tapi kok masih tetap dikirim ya kan sayang diongkir. Biasa nya klo udah dibatalin gak dikirim barang nya. Tapi ini kok tetep dikirim sih ?,Belanja dishopee asik bngt Mudah gak mengecewakan selalu  Oiya soal pembatalan pesanan knpa ya aku mau nambah barang udah aq batalin tapi kok masih tetap dikirim ya kan sayang diongkir  Biasa nya klo udah dibatalin gak dikirim barang nya  Tapi ini kok tetep dikirim sih
"App yg sangat membantu saat gk bisa keluar, belanja dari rumah dgn sangat mudaah... Barang2nya jugga sangat recommended banget, gk pernah kecewa deh belanja di shopee, banyak promo dan diskon, dan jugaa gratis ongkir... Terima kasih shopee",App yg sangat membantu saat gk bisa keluar  belanja dari rumah dgn sangat mudaah Barang nya jugga sangat recommended banget  gk pernah kecewa deh belanja di shopee  banyak promo dan diskon  dan jugaa gratis ongkir Terima kasih shopee
Kak admin shopee maaf saya mau tanya kenapa skrg sdh TDK ada gratis ongkir Cash On Delivery??,Kak admin shopee maaf saya mau tanya kenapa skrg sdh TDK ada gratis ongkir Cash On Delivery
"Sangat bermanfaat. Potongan ongkir jangan dikurangi, lebih bagus ditambahi setiap minggunya",Sangat bermanfaat  Potongan ongkir jangan dikurangi  lebih bagus ditambahi setiap minggunya
Sangat membantu bagi anda yang sering belanja online ... vocernya ngagetin banget... 😁👍mantap,Sangat membantu bagi anda yang sering belanja online vocernya ngagetin banget mantap
Aplikasi belanja bagus saya udah beli banyak barang di sini dan tidak pernah kecewa dengan produk nya,Aplikasi belanja bagus saya udah beli banyak barang di sini dan tidak pernah kecewa dengan produk nya
Aplikasinya bagus bangetttttt!!!!!!! Tapi kapan gratis ongkir RP 0 nyakak,Aplikasinya bagus banget Tapi kapan gratis ongkir RP nyakak
"Sy pengguna baru tapi sy sering lht iklan Shopee di tv,banyak yang sangat menarik untuk diikuti",Sy pengguna baru tapi sy sering lht iklan Shopee di tv banyak yang sangat menarik untuk diikuti
"Aplikasi yg sangat super bermanfaat, apalagi buat profesi ojol.seperti saya ,.",Aplikasi yg sangat super bermanfaat  apalagi buat profesi ojol seperti saya
"Jempol 5 pokoknya.hampir semua kebutuhan saya beli d shopee,cuma kadang ada yg sdikit buat aku kesel,ketika sayat lihat2 produk kemudian liat ongkir itu terlihat cuma 17.000(misal) pokoke murah lah kayak cuma tarif 1kg doank. tapi ketika udah mau chekout itu brubah jadi 120.000. Padahal calon pembeli itu ketika mau beli brang pasti bandinging dr toko mana aja dengan meng-akumulasi sama ongkirnya.jadi menurut saya,ke-akurasinya ongkir ketika produk baru di lihat gak tepat.bnyak yg melenceng.",Jempol pokoknya hampir semua kebutuhan saya beli shopee cuma kadang ada yg sdikit buat aku kesel ketika sayat lihat  produk kemudian liat ongkir itu terlihat cuma misal  pokoke murah lah kayak cuma tarif  kg doank  tapi ketika udah mau chekout itu brubah jadi Padahal calon pembeli itu ketika mau beli brang pasti bandinging dr toko mana aja dengan meng akumulasi sama ongkirnya jadi menurut saya ke akurasinya ongkir ketika produk baru di lihat gak tepat bnyak yg melenceng
"Berkat shopeepay latter kebutuhan saya jadi ringan. Trimakasih shopee, mohon dinaikan limit kredit saya 😘",Berkat shopeepay latter kebutuhan saya jadi ringan  Trimakasih shopee  mohon dinaikan limit kredit saya 
Berikan kami gratis ongkir sampai selamanya dong please please biar aku bisa beli produk di shopee 4.4 Mega ini,Berikan kami gratis ongkir sampai selamanya dong please please biar aku bisa beli produk di shopee Mega ini
saya gak bs log in lg masa harus yg baru sih kan saya gak bs liat trak pengiriman barang saya lg gimn caranya min,saya gak bs log in lg masa harus yg baru sih kan saya gak bs liat trak pengiriman barang saya lg gimn caranya min
"Gak ada menu shopeefood nya, dan gak tau jg gimana cara pesan makanan dan minuman di shopeefood",Gak ada menu shopeefood nya  dan gak tau jg gimana cara pesan makanan dan minuman di shopeefood
"Terima kasih shopee belanja puas cukup sambil rebahan, sambil nunggu barang sampai game shopee jadi hiburah",Terima kasih shopee belanja puas cukup sambil rebahan  sambil nunggu barang sampai game shopee jadi hiburah
"Toko online yg sangat bagus,dg berbagai fitur yg menarik,tapi sayang saya blm dapat shopee pay later",Toko online yg sangat bagus dg berbagai fitur yg menarik tapi sayang saya blm dapat shopee pay later
Saya puas sekali dengan shopee soalnya banyak promo tapi pada saat pengiriman agak sedikit lama sampai,Saya puas sekali dengan shopee soalnya banyak promo tapi pada saat pengiriman agak sedikit lama sampai
Alhmdulilh saya suka dengan adanya shopee..saya bisa belanja tanpa harus keluar rumah..makasih shopee..,Alhmdulilh saya suka dengan adanya shopee  saya bisa belanja tanpa harus keluar rumah  makasih shopee
"Saya paling suka aplikasi ini, dan saya banyak pengalaman sewaktu berbelanja di shopee, kalau berbelanja sekarang gak susah lagi sewaktu ada aplikasi ini, mudah Cod dan barang nya puas sama yang kita pesan semoga aplikasi ini semakin meningkat🌹",Saya paling suka aplikasi ini  dan saya banyak pengalaman sewaktu berbelanja di shopee  kalau berbelanja sekarang gak susah lagi sewaktu ada aplikasi ini  mudah Cod dan barang nya puas sama yang kita pesan semoga aplikasi ini semakin meningkat
kenapa restoku udah aktif tapi tidak muncul diaplikasi shoppefood nya mohon direspon pertanyaan saya soalnya saya baru gabung,kenapa restoku udah aktif tapi tidak muncul diaplikasi shoppefood nya mohon direspon pertanyaan saya soalnya saya baru gabung
Suka banget belanja di shopee apa lagi gratis ongkir Walau kadang kadang beli baju ga sesuai dengan foto,Suka banget belanja di shopee apa lagi gratis ongkir Walau kadang kadang beli baju ga sesuai dengan foto
"Apl Shopee sangat membantu buat kebutuhan kita...shopee mudah, murah,dah cepat..jossssss",Apl Shopee sangat membantu buat kebutuhan kita shopee mudah  murah dah cepat  jos
Gimana ya????? Hemmmmmm?????Narik????Uangnya????gimana????ya???,Gimana ya Hem Narik Uangnya gimana ya
"Makin mantap belanja di shopee. Shopee marketplace terbaik. Buat yang tidak percaya bahwa shopee marketplace terbaik, silahkan bisa chek di google trends. Mantap buat seller nya, puas buat costumer nya. Jangan ragu lagi, download sekarang aplikasi shopee nya. terima kasih 🙏",Makin mantap belanja di shopee  Shopee marketplace terbaik  Buat yang tidak percaya bahwa shopee marketplace terbaik  silahkan bisa chek di google trends  Mantap buat seller nya  puas buat costumer nya  Jangan ragu lagi  download sekarang aplikasi shopee nya  terima kasih 
"Boleh banget download shopee ini, belanja lengkap, harga bisa pilih2 yg sesuai.",Boleh banget download shopee ini  belanja lengkap  harga bisa pilih  yg sesuai
"Aplikasinya mantap. Respon penjualnya bagus"". Promo sangat menarik sekali.",Aplikasinya mantap  Respon penjualnya bagus Promo sangat menarik sekali
"Saya puas dengan pelayann n pengiriman yg cepat ,mantul,....,.......,..",Saya puas dengan pelayann pengiriman yg cepat  mantul
"Salah satu online shop yg recomended, ,,semoga kedepan lebih meningkat lagi segala hal nya",Salah satu online shop yg recomended semoga kedepan lebih meningkat lagi segala hal nya
Suka sih blanja di shopee barang sesuai harga trus pengiriman cepat tp tolong dong min ongkirnya jngn terlalu mahal udah belanja nya murah tp ongkirnya 2xlipat dr harga nya kan sama aja jd ikut2 mahal,Suka sih blanja di shopee barang sesuai harga trus pengiriman cepat tp tolong dong min ongkirnya jngn terlalu mahal udah belanja nya murah tp ongkirnya  xlipat dr harga nya kan sama aja jd ikut  mahal
"Produk nya bagus dan murah, pengiriman nya juga cepat,gk ngecewain deh klo belanja dishope",Produk nya bagus dan murah  pengiriman nya juga cepat gk ngecewain deh klo belanja dishope
hai shopee..salah saya apa...ko saya ga bisa login ke user saya lagi..klo ada sesuatu kirim pesan peringatan lewat email dong..jangan blokir acoun saya..udah di kasih bintang 5 malah balasannya seperti ini...😠😠😠,hai shopee  salah saya apa ko saya ga bisa login ke user saya lagi  klo ada sesuatu kirim pesan peringatan lewat email dong  jangan blokir acoun saya  udah di kasih bintang malah balasannya seperti ini 
Ka saya suka aplikasi ini tapi ko saya tidak bisa kasih penilaian di toko shoope..tolong perbaiki ka,Ka saya suka aplikasi ini tapi ko saya tidak bisa kasih penilaian di toko shoope  tolong perbaiki ka
"Sudah bagus, mudah mudahan kedepan bisa lebih ditingkatkan kreativitas dan inovasi yg lebih lagi",Sudah bagus  mudah mudahan kedepan bisa lebih ditingkatkan kreativitas dan inovasi yg lebih lagi
"Sudah sering menggunakan aplikasi ini, selama ini puas dan belum pernah mengalami kekecewaan.. 👍👍",Sudah sering menggunakan aplikasi ini  selama ini puas dan belum pernah mengalami kekecewaan 
Mantap semoga lebih mantap lagi Semoga menyediakan diskon dan ongkos kirim gratis semoga tambah sukses shopee,Mantap semoga lebih mantap lagi Semoga menyediakan diskon dan ongkos kirim gratis semoga tambah sukses shopee
"E-commerce yang fantantis, mampu menciptakan pengusaha2 baru tanpa banyak keluar modal... 🥰🥰🥰🥰",commerce yang fantantis  mampu menciptakan pengusaha  baru tanpa banyak keluar modal 
"Setiap belanja di shopee,,belum pernah kecewa,,recomended buat kamu yg suka belanja online",Setiap belanja di shopee  belum pernah kecewa  recomended buat kamu yg suka belanja online
Saya suka berbelanja di shope.tapi saran saya ya kak barang di shope itu sesuai dengan di gambar di kirim dan tolong di tingkatin kualitasnya.banyak yang kecewa dengan bahan2 yang di pesan.tdk sesuai yang kita inginin.terimakasih.,Saya suka berbelanja di shope tapi saran saya ya kak barang di shope itu sesuai dengan di gambar di kirim dan tolong di tingkatin kualitasnya banyak yang kecewa dengan bahan  yang di pesan tdk sesuai yang kita inginin terimakasih
Belanja online lebih mudah banyak pilihannya dan banyak voucer gratisnya. Terimakasih Shoppe,Belanja online lebih mudah banyak pilihannya dan banyak voucer gratisnya  Terimakasih Shoppe
"Cod terbaik lah, gak repot-repot dah. Mantap lah shopee. Tetap sukses kakak",Cod terbaik lah  gak repot repot dah  Mantap lah shopee  Tetap sukses kakak
"Baguss GK bisa bilang apa apa lagi,,cmn pesen sy lebih banyak lagi voucher gratis ongkir karena voucher gratis ongkir sy download shopee makasihhh Mimin",Baguss GK bisa bilang apa apa lagi  cmn pesen sy lebih banyak lagi voucher gratis ongkir karena voucher gratis ongkir sy download shopee makasih Mimin
Sungguh baguss Shopee..مشاالله Toko² nya banyak yang amanah dan terpercaya. Juga kulitas barangnya dan pengirimannya. Udah ke 3x hampir ke 4xnya order dishopee Sungguh memuaskan.Afwan nih.. yang paling ana herankan ongkirnya. .. ongkirnya masih sangat mahal hheee...,Sungguh baguss Shopee Toko nya banyak yang amanah dan terpercaya  Juga kulitas barangnya dan pengirimannya  Udah ke hampir ke  xnya order dishopee Sungguh memuaskan Afwan nih yang paling ana herankan ongkirnya ongkirnya masih sangat mahal hhe
"Halo shopee saya mau nanya, kenapa pas saya daftar terus saya masukin username selalu ada tulisan username ini tidak tersedia, mohon coba username yang lain harus gimana gini salah gitu salah Tolong minta penjelasannya",Halo shopee saya mau nanya  kenapa pas saya daftar terus saya masukin username selalu ada tulisan username ini tidak tersedia  mohon coba username yang lain harus gimana gini salah gitu salah Tolong minta penjelasannya
Wow aplikasi ini bagus banget !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!😍😍,Wow aplikasi ini bagus banget 
Kenapa saya kasih bintang lima karna saya hampir setengah taun pake aplikasi shopee rasa nya sangat puas dan aman aman aja lah sejauh ini... Smoga berkah aja buat smuanya... Dan dilancarkan seluruh orderan atau bisnis yg ada di Shopee... Aamiinn🙏,Kenapa saya kasih bintang lima karna saya hampir setengah taun pake aplikasi shopee rasa nya sangat puas dan aman aman aja lah sejauh ini Smoga berkah aja buat smuanya Dan dilancarkan seluruh orderan atau bisnis yg ada di Shopee Aamiinn
